date,state,death,hospitalized,negative,positive,totalTestResults
11/8/2020,MI,7945,0,4984958,229003,5213961
11/9/2020,MI,8008,0,5130002,238308,5368310
11/10/2020,MI,8094,0,5182373,245252,5427625
11/11/2020,MI,8136,0,5230604,251872,5482476
11/12/2020,MI,8185,0,5290609,259183,5549792
11/13/2020,MI,8308,0,5354790,268362,5623152
11/14/2020,MI,8376,0,5416792,275792,5692584
11/15/2020,MI,8376,0,5416792,275792,5692584
11/16/2020,MI,8431,0,5519516,288954,5808470
11/17/2020,MI,8511,0,5568947,296840,5865787
11/18/2020,MI,8573,0,5619633,303058,5922691
11/19/2020,MI,8717,0,5681886,311041,5992927
11/20/2020,MI,8774,0,5755505,321181,6076686
11/21/2020,MI,8875,0,5835232,329021,6164253
11/22/2020,MI,8875,0,5835232,329021,6164253
11/23/2020,MI,8940,0,5922572,340964,6263536
11/24/2020,MI,9094,0,5986631,347746,6334377
11/25/2020,MI,9170,0,6040130,352433,6392563
11/26/2020,MI,9170,0,6040130,352433,6392563
11/27/2020,MI,9357,0,6143956,369801,6513757
11/28/2020,MI,9467,0,6196289,378152,6574441
11/29/2020,MI,9467,0,6196289,378152,6574441
11/30/2020,MI,9564,0,6288394,388942,6677336
12/1/2020,MI,9759,0,6321136,395453,6716589
12/2/2020,MI,9842,0,6359136,402886,6762022
12/3/2020,MI,10035,0,6420956,410843,6831799
12/4/2020,MI,10117,0,6479892,420268,6900160
12/5/2020,MI,10321,0,6538482,426576,6965058
12/6/2020,MI,10321,0,6538482,426576,6965058
12/7/2020,MI,10422,0,6622320,436400,7058720
12/8/2020,MI,10625,0,6676177,443076,7119253
12/9/2020,MI,10706,0,6718491,448418,7166909
12/10/2020,MI,10900,0,6772279,454720,7226999
12/11/2020,MI,10965,0,6825002,460346,7285348
12/12/2020,MI,11195,0,6876831,465159,7341990
12/13/2020,MI,11195,0,6876831,465159,7341990
12/14/2020,MI,11289,0,6957668,472780,7430448
12/15/2020,MI,11495,0,7001981,478171,7480152
12/16/2020,MI,11588,0,7051776,482815,7534591
12/17/2020,MI,11801,0,7100305,487356,7587661
12/18/2020,MI,11868,0,7146593,491875,7638468
12/19/2020,MI,12074,0,7203578,496056,7699634
12/20/2020,MI,12074,0,7203578,496056,7699634
12/21/2020,MI,12153,0,7281061,501115,7782176
12/22/2020,MI,12342,0,7311369,504629,7815998
12/23/2020,MI,12415,0,7341599,508449,7850048
12/24/2020,MI,12415,0,7341599,508449,7850048
12/25/2020,MI,12415,0,7341599,508449,7850048
12/26/2020,MI,12690,0,7462943,516326,7979269
12/27/2020,MI,12690,0,7462943,516326,7979269
12/28/2020,MI,12754,0,7520960,519876,8040836
12/29/2020,MI,12966,0,7540632,523839,8064471
12/30/2020,MI,13018,0,7584454,528621,8113075
12/31/2020,MI,13018,0,7584454,528621,8113075
3/6/2020,MN,0,0,36,1,37
3/7/2020,MN,0,0,48,2,50
3/8/2020,MN,0,0,48,2,50
3/9/2020,MN,0,0,80,5,85
3/10/2020,MN,0,0,132,11,143
3/11/2020,MN,0,0,217,21,238
3/12/2020,MN,0,0,307,43,350
3/13/2020,MN,0,0,541,62,603
3/14/2020,MN,0,0,847,90,937
3/15/2020,MN,0,0,1387,128,1515
3/16/2020,MN,0,0,1839,179,2018
3/17/2020,MN,0,0,2276,246,2522
3/18/2020,MN,0,0,2685,269,2954
3/19/2020,MN,0,0,2949,287,3236
3/20/2020,MN,0,0,3741,303,4044
3/21/2020,MN,1,0,3952,327,4279
3/22/2020,MN,1,12,4511,349,4860
3/23/2020,MN,1,17,4511,393,4904
3/24/2020,MN,1,21,5550,444,5994
3/25/2020,MN,1,35,11188,502,11690
3/26/2020,MN,2,41,12604,565,13169
3/27/2020,MN,4,51,13605,640,14245
3/28/2020,MN,5,57,17395,687,18082
3/29/2020,MN,9,75,18566,725,19291
3/30/2020,MN,10,92,19512,823,20335
3/31/2020,MN,12,112,20935,916,21851
4/1/2020,MN,17,122,21880,973,22853
4/2/2020,MN,18,138,23780,1056,24836
4/3/2020,MN,22,156,25063,1119,26182
4/4/2020,MN,24,180,26687,1158,27845
4/5/2020,MN,29,202,28090,1217,29307
4/6/2020,MN,30,223,29155,1330,30485
4/7/2020,MN,34,242,30603,1432,32035
4/8/2020,MN,39,271,31954,1534,33488
4/9/2020,MN,50,293,33682,1637,35319
4/10/2020,MN,57,317,35346,1732,37078
4/11/2020,MN,64,340,36898,1806,38704
4/12/2020,MN,70,361,38030,1864,39894
4/13/2020,MN,70,361,38667,2012,40679
4/14/2020,MN,79,405,39705,2165,41870
4/15/2020,MN,87,445,41245,2321,43566
4/16/2020,MN,94,475,42536,2486,45022
4/17/2020,MN,111,518,43820,2668,46488
4/18/2020,MN,121,561,45182,2788,47970
4/19/2020,MN,134,574,46288,2914,49202
4/20/2020,MN,143,602,46854,3190,50044
4/21/2020,MN,160,629,48341,3452,51793
4/22/2020,MN,179,660,50165,3758,53923
4/23/2020,MN,200,712,52144,4270,56414
4/24/2020,MN,221,756,54706,4788,59494
4/25/2020,MN,244,797,56982,5127,62109
4/26/2020,MN,272,829,59161,5512,64673
4/27/2020,MN,286,861,60503,6187,66690
4/28/2020,MN,301,912,63248,6788,70036
4/29/2020,MN,319,950,69650,7468,77118
4/30/2020,MN,343,1044,73349,8116,81465
5/1/2020,MN,371,1096,77214,8736,85950
5/2/2020,MN,395,1159,80609,9071,89680
5/3/2020,MN,419,1199,83433,9411,92844
5/4/2020,MN,428,1271,86677,10235,96912
5/5/2020,MN,455,1350,89202,10876,100078
5/6/2020,MN,485,1405,93047,11510,104557
5/7/2020,MN,508,1459,97244,12328,109572
5/8/2020,MN,534,1549,101408,13040,114448
5/9/2020,MN,558,1612,106040,13321,119361
5/10/2020,MN,578,1657,111109,13552,124661
5/11/2020,MN,591,1716,115585,14379,129964
5/12/2020,MN,614,1799,118934,15043,133977
5/13/2020,MN,638,1851,125502,15772,141274
5/14/2020,MN,663,1915,131443,16565,148008
5/15/2020,MN,692,1985,139773,17363,157136
5/16/2020,MN,709,2039,147399,17705,165104
5/17/2020,MN,731,2090,153069,18016,171077
5/18/2020,MN,740,2128,158487,18987,177474
5/19/2020,MN,757,2221,164009,19842,183851
5/20/2020,MN,786,2308,170199,20609,190808
5/21/2020,MN,818,2380,177506,21582,199088
5/22/2020,MN,851,2432,186436,22374,208810
5/23/2020,MN,861,2534,194941,22765,217706
5/24/2020,MN,878,2588,201566,23121,224687
5/25/2020,MN,890,2676,207816,23524,231340
5/26/2020,MN,908,2709,213974,24308,238282
5/27/2020,MN,942,2796,222821,24988,247809
5/28/2020,MN,977,2880,232195,25559,257754
5/29/2020,MN,1006,2936,242124,26013,268137
5/30/2020,MN,1036,3011,250392,26181,276573
5/31/2020,MN,1050,3047,257133,26322,283455
6/1/2020,MN,1060,3086,260739,26897,287636
6/2/2020,MN,1082,3134,267931,27376,295307
6/3/2020,MN,1097,3203,283319,27889,311208
6/4/2020,MN,1126,3253,293858,28290,322148
6/5/2020,MN,1159,3289,304497,28688,333185
6/6/2020,MN,1181,3336,314744,28853,343597
6/7/2020,MN,1197,3367,324153,28988,353141
6/8/2020,MN,1208,3401,331476,29436,360912
6/9/2020,MN,1228,3441,339927,29866,369793
6/10/2020,MN,1267,3482,351634,30199,381833
6/11/2020,MN,1280,3522,364816,30418,395234
6/12/2020,MN,1305,3557,377589,30463,408052
6/13/2020,MN,1314,3581,387245,30465,417710
6/14/2020,MN,1329,3610,387239,30471,417710
6/15/2020,MN,1335,3630,392229,30693,422922
6/16/2020,MN,1344,3658,398263,30882,429145
6/17/2020,MN,1357,3689,417291,31296,448587
6/18/2020,MN,1376,3718,429204,31675,460879
6/19/2020,MN,1393,3748,443121,32031,475152
6/20/2020,MN,1404,3767,459576,32467,492043
6/21/2020,MN,1412,3797,471443,32920,504363
6/22/2020,MN,1416,3830,479910,33227,513137
6/23/2020,MN,1425,3860,486576,33469,520045
6/24/2020,MN,1432,3897,495880,33763,529643
6/25/2020,MN,1441,3943,508573,34123,542696
6/26/2020,MN,1446,3966,522662,34616,557278
6/27/2020,MN,1452,3986,533874,35033,568907
6/28/2020,MN,1460,4010,549868,35549,585417
6/29/2020,MN,1470,4031,557094,35861,592955
6/30/2020,MN,1476,4054,569013,36303,605316
7/1/2020,MN,1482,4081,580391,36716,617107
7/2/2020,MN,1495,4112,593217,37210,630427
7/3/2020,MN,1503,4139,607548,37624,645172
7/4/2020,MN,1503,4139,607548,37624,645172
7/5/2020,MN,1508,4170,635879,38136,674015
7/6/2020,MN,1511,4219,641124,38569,679693
7/7/2020,MN,1514,4252,646114,39133,685247
7/8/2020,MN,1523,4272,653381,39589,692970
7/9/2020,MN,1528,4305,665277,40163,705440
7/10/2020,MN,1533,4329,685058,40767,725825
7/11/2020,MN,1537,4366,700524,41571,742095
7/12/2020,MN,1540,4399,712771,42281,755052
7/13/2020,MN,1542,4424,726217,42772,768989
7/14/2020,MN,1548,4452,734444,43170,777614
7/15/2020,MN,1558,4495,746755,43742,790497
7/16/2020,MN,1566,4526,760865,44347,805212
7/17/2020,MN,1573,4563,774498,45013,819511
7/18/2020,MN,1578,4602,790492,45470,835962
7/19/2020,MN,1581,4627,806984,46204,853188
7/20/2020,MN,1585,4678,820303,47107,867410
7/21/2020,MN,1588,4723,829402,47457,876859
7/22/2020,MN,1592,4771,840590,47961,888551
7/23/2020,MN,1601,4818,856594,48721,905315
7/24/2020,MN,1606,4852,873388,49488,922876
7/25/2020,MN,1611,4889,890405,50291,940696
7/26/2020,MN,1614,4920,906221,51153,957374
7/27/2020,MN,1616,4961,918923,51803,970726
7/28/2020,MN,1620,5028,927707,52281,979988
7/29/2020,MN,1629,5077,940144,52947,993091
7/30/2020,MN,1634,5112,954190,53692,1007882
7/31/2020,MN,1640,5155,779891,54463,1024916
8/1/2020,MN,1646,5208,791080,55188,1040317
8/2/2020,MN,1654,5241,802394,55947,1054962
8/3/2020,MN,1656,5298,815444,56560,1070925
8/4/2020,MN,1660,5346,820949,57162,1078695
8/5/2020,MN,1670,5373,829844,57779,1090303
8/6/2020,MN,1677,5421,840840,58640,1105094
8/7/2020,MN,1681,5458,851086,59185,1121299
8/8/2020,MN,1689,5506,861296,60101,1138595
8/9/2020,MN,1698,5555,874075,60898,1159139
8/10/2020,MN,1701,5606,882644,61516,1172118
8/11/2020,MN,1707,5661,884191,61839,1177935
8/12/2020,MN,1724,5711,890482,62303,1188288
8/13/2020,MN,1731,5742,900103,62993,1203559
8/14/2020,MN,1739,5783,909823,63723,1219816
8/15/2020,MN,1745,5822,920060,64413,1236918
8/16/2020,MN,1752,5851,928902,65152,1254208
8/17/2020,MN,1758,5886,934307,65716,1266561
8/18/2020,MN,1767,5932,937245,66061,1273397
8/19/2020,MN,1784,5988,954308,66618,1308264
8/20/2020,MN,1791,6019,962785,67308,1322220
8/21/2020,MN,1799,6064,973404,68133,1340850
8/22/2020,MN,1807,6113,982389,68867,1357595
8/23/2020,MN,1813,6151,990736,69584,1374536
8/24/2020,MN,1817,6195,997512,70298,1386513
8/25/2020,MN,1825,6238,1001819,70707,1394986
8/26/2020,MN,1842,6274,1007811,71236,1406007
8/27/2020,MN,1855,6326,1021100,72390,1427347
8/28/2020,MN,1859,6357,1028470,73240,1443344
8/29/2020,MN,1863,6411,1036880,74257,1460381
8/30/2020,MN,1865,6454,1046882,75189,1478432
8/31/2020,MN,1866,6480,1052159,75864,1489726
9/1/2020,MN,1872,6520,1056567,76355,1498919
9/2/2020,MN,1882,6566,1073769,77085,1525555
9/3/2020,MN,1889,6592,1080265,78123,1540107
9/4/2020,MN,1899,6635,1089341,78966,1558831
9/5/2020,MN,1903,6676,1097920,79880,1577466
9/6/2020,MN,1909,6719,1107706,80587,1594639
9/7/2020,MN,1912,6743,1116450,81225,1609618
9/8/2020,MN,1914,6760,1120262,81608,1616738
9/9/2020,MN,1921,6792,1122325,81868,1621174
9/10/2020,MN,1936,6830,1123252,82249,1646961
9/11/2020,MN,1949,6863,1129844,82716,1665328
9/12/2020,MN,1958,6899,1138934,83588,1684520
9/13/2020,MN,1971,6931,1148994,84311,1707514
9/14/2020,MN,1974,6954,1158406,84949,1724779
9/15/2020,MN,1979,6979,1162516,85351,1733292
9/16/2020,MN,1985,7019,1166579,85813,1743611
9/17/2020,MN,1994,7050,1176824,86722,1763735
9/18/2020,MN,2002,7091,1191030,87807,1791680
9/19/2020,MN,2015,7124,1202674,88721,1815774
9/20/2020,MN,2017,7163,1213458,90017,1838392
9/21/2020,MN,2021,7199,1221995,90942,1855308
9/22/2020,MN,2031,7253,1226011,91422,1863694
9/23/2020,MN,2037,7303,1231851,92100,1873867
9/24/2020,MN,2040,7335,1243839,93012,1895302
9/25/2020,MN,2046,7391,1256967,94189,1924020
9/26/2020,MN,2056,7443,1273023,95659,1954715
9/27/2020,MN,2060,7493,1287778,96734,1981100
9/28/2020,MN,2067,7546,1300227,97638,2003115
9/29/2020,MN,2072,7633,1308131,98447,2017350
9/30/2020,MN,2089,7701,1315567,99134,2030167
10/1/2020,MN,2102,7758,1329375,100200,2055888
10/2/2020,MN,2112,7793,1345684,101366,2086963
10/3/2020,MN,2126,7846,1359745,102787,2116038
10/4/2020,MN,2133,7887,1376393,103826,2146411
10/5/2020,MN,2136,7940,1389378,104799,2169786
10/6/2020,MN,2140,8020,1396996,105740,2182970
10/7/2020,MN,2154,8089,1404490,106651,2195882
10/8/2020,MN,2160,8187,1418637,107922,2224194
10/9/2020,MN,2174,8251,1434230,109312,2256165
10/10/2020,MN,2184,8302,1450275,110828,2288662
10/11/2020,MN,2194,8354,1466456,112268,2318810
10/12/2020,MN,2197,8421,1476313,113439,2337122
10/13/2020,MN,2204,8500,1486287,114574,2355124
10/14/2020,MN,2180,8585,1497468,115943,2367344
10/15/2020,MN,2199,8652,1506411,117106,2386848
10/16/2020,MN,2212,8718,1527559,119396,2430551
10/17/2020,MN,2217,8801,1540533,121090,2458271
10/18/2020,MN,2234,8866,1558506,122812,2489218
10/19/2020,MN,2239,8916,1570130,124439,2511395
10/20/2020,MN,2246,9042,1574734,125531,2522999
10/21/2020,MN,2281,9147,1581923,126591,2539376
10/22/2020,MN,2301,9226,1594745,128152,2564491
10/23/2020,MN,2314,9338,1604382,129863,2590925
10/24/2020,MN,2328,9444,1611993,132122,2625390
10/25/2020,MN,2349,9511,1636931,133802,2660323
10/26/2020,MN,2353,9588,1648940,135372,2684014
10/27/2020,MN,2368,9729,1654542,137536,2698113
10/28/2020,MN,2387,9855,1662060,139444,2713077
10/29/2020,MN,2419,9991,1678084,142311,2742869
10/30/2020,MN,2437,10119,1691334,145465,2774695
10/31/2020,MN,2457,10270,1705786,148472,2809133
11/1/2020,MN,2475,10334,1719173,150672,2836227
11/2/2020,MN,2484,10437,1739289,153620,2872763
11/3/2020,MN,2499,10647,1742917,157096,2883738
11/4/2020,MN,2530,10849,1759542,160923,2914937
11/5/2020,MN,2555,11016,1776631,164865,2947153
11/6/2020,MN,2591,11193,1793542,170307,2990965
11/7/2020,MN,2625,11394,1808489,174954,3035394
11/8/2020,MN,2656,11527,1823720,180862,3077966
11/9/2020,MN,2675,11671,1834067,184788,3103434
11/10/2020,MN,2698,11933,1844204,189681,3135996
11/11/2020,MN,2754,12151,1850746,194570,3150108
11/12/2020,MN,2793,12443,1868919,201795,3203325
11/13/2020,MN,2839,12644,1888174,207339,3251551
11/14/2020,MN,2874,12915,1903051,216028,3302499
11/15/2020,MN,2905,13074,1927701,223581,3364535
11/16/2020,MN,2917,13251,1945267,231018,3413692
11/17/2020,MN,2943,13594,1954244,236949,3445247
11/18/2020,MN,3010,13892,1965766,242043,3478924
11/19/2020,MN,3082,14171,1986910,249906,3534745
11/20/2020,MN,3150,14462,2007578,256700,3588557
11/21/2020,MN,3201,14745,2019406,262952,3640177
11/22/2020,MN,3241,14929,2048597,270157,3700343
11/23/2020,MN,3265,15106,2069219,276500,3756777
11/24/2020,MN,3303,15444,2087289,282916,3809976
11/25/2020,MN,3375,15766,2113887,289303,3873062
11/26/2020,MN,3375,15766,2113887,289303,3873062
11/27/2020,MN,3476,16043,2131220,295001,3922136
11/28/2020,MN,3521,16423,2170530,304023,4027255
11/29/2020,MN,3578,16643,2206087,312969,4116741
11/30/2020,MN,3593,16791,2217580,318763,4156622
12/1/2020,MN,3615,17111,2223615,322312,4179928
12/2/2020,MN,3692,17378,2236442,327477,4218617
12/3/2020,MN,3784,17623,2250748,333626,4266980
12/4/2020,MN,3845,17828,2269217,338973,4322340
12/5/2020,MN,3920,18059,2281378,345281,4370635
12/6/2020,MN,3984,18233,2301135,350862,4431677
12/7/2020,MN,4005,18358,2321587,356152,4494494
12/8/2020,MN,4027,18594,2328808,359203,4519051
12/9/2020,MN,4109,18809,2340425,363719,4553805
12/10/2020,MN,4198,19029,2350622,367218,4592108
12/11/2020,MN,4292,19251,2365194,370968,4645205
12/12/2020,MN,4359,19428,2378504,375398,4691759
12/13/2020,MN,4444,19536,2390820,378823,4734544
12/14/2020,MN,4462,19638,2403588,381841,4776509
12/15/2020,MN,4483,19785,2413759,384164,4807318
12/16/2020,MN,4575,19980,2418391,386412,4823852
12/17/2020,MN,4658,20172,2430688,389171,4865880
12/18/2020,MN,4723,20323,2446226,391889,4923927
12/19/2020,MN,4780,20468,2454140,394635,4956894
12/20/2020,MN,4850,20547,2473950,397319,5015155
12/21/2020,MN,4872,20629,2483215,399311,5046965
12/22/2020,MN,4896,20816,2493097,401011,5076975
12/23/2020,MN,4971,20963,2499768,402519,5094803
12/24/2020,MN,5050,21105,2511898,404403,5141662
12/25/2020,MN,5050,21105,2511898,404403,5141662
12/26/2020,MN,5107,21213,2524852,406545,5187026
12/27/2020,MN,5147,21315,2551921,409061,5269754
12/28/2020,MN,5160,21420,2555450,410138,5281864
12/29/2020,MN,5196,21605,2555754,411110,5288334
12/30/2020,MN,5262,21748,2562079,413107,5309130
12/31/2020,MN,5323,21864,2571846,415302,5351379
3/7/2020,MO,0,0,0,0,23
3/8/2020,MO,0,0,0,1,31
3/9/2020,MO,0,0,0,1,36
3/10/2020,MO,0,0,0,1,42
3/11/2020,MO,0,0,0,1,54
3/12/2020,MO,0,0,64,1,65
3/13/2020,MO,0,0,71,2,87
3/14/2020,MO,0,0,90,4,115
3/15/2020,MO,0,0,122,5,188
3/16/2020,MO,0,0,164,6,287
3/17/2020,MO,0,0,207,8,405
3/18/2020,MO,0,0,253,13,845
3/19/2020,MO,1,0,308,24,1530
3/20/2020,MO,1,0,369,47,2327
3/21/2020,MO,3,0,369,73,3455
3/22/2020,MO,3,0,369,90,4642
3/23/2020,MO,3,0,369,183,5455
3/24/2020,MO,3,0,369,183,6165
3/25/2020,MO,8,0,369,356,7980
3/26/2020,MO,8,0,369,502,10044
3/27/2020,MO,8,0,369,669,12479
3/28/2020,MO,10,0,10082,838,14889
3/29/2020,MO,10,0,11547,838,17025
3/30/2020,MO,13,0,13204,1031,18299
3/31/2020,MO,14,0,14614,1327,19189
4/1/2020,MO,18,0,15846,1581,21956
4/2/2020,MO,19,0,17849,1834,24415
4/3/2020,MO,19,0,19357,2113,26710
4/4/2020,MO,24,0,22614,2291,28877
4/5/2020,MO,34,0,24882,2367,30851
4/6/2020,MO,39,0,27113,2722,31954
4/7/2020,MO,53,0,28932,3037,32855
4/8/2020,MO,58,0,30783,3327,35599
4/9/2020,MO,77,0,34955,3539,37902
4/10/2020,MO,96,0,36941,3799,40173
4/11/2020,MO,109,0,39148,4024,42151
4/12/2020,MO,110,0,41040,4160,44241
4/13/2020,MO,114,0,41040,4388,45189
4/14/2020,MO,133,0,43292,4686,45977
4/15/2020,MO,147,0,44117,4895,48233
4/16/2020,MO,152,0,45537,5111,50402
4/17/2020,MO,165,0,46434,5283,52444
4/18/2020,MO,175,0,48242,5517,54507
4/19/2020,MO,176,0,48242,5667,56834
4/20/2020,MO,177,0,50206,5807,58076
4/21/2020,MO,189,0,51179,5941,59056
4/22/2020,MO,208,0,52019,6137,61646
4/23/2020,MO,218,0,53129,6321,64187
4/24/2020,MO,262,0,58582,6625,67165
4/25/2020,MO,273,0,60392,6826,69988
4/26/2020,MO,274,0,62751,6997,72715
4/27/2020,MO,288,0,63935,7171,74013
4/28/2020,MO,314,0,66200,7303,75149
4/29/2020,MO,318,0,69734,7425,79128
4/30/2020,MO,329,0,73125,7562,84070
5/1/2020,MO,337,0,74590,7835,88989
5/2/2020,MO,351,0,74590,8154,93120
5/3/2020,MO,352,0,74590,8386,97614
5/4/2020,MO,358,0,82697,8754,99201
5/5/2020,MO,377,0,86150,8916,100383
5/6/2020,MO,396,0,91645,9102,104488
5/7/2020,MO,418,0,94281,9341,109282
5/8/2020,MO,449,0,99232,9489,113490
5/9/2020,MO,472,0,99232,9666,117301
5/10/2020,MO,482,0,105702,9844,121559
5/11/2020,MO,488,0,105702,9918,123746
5/12/2020,MO,524,0,111290,10006,125042
5/13/2020,MO,542,0,114000,10142,130101
5/14/2020,MO,562,0,116793,10317,134975
5/15/2020,MO,576,0,124002,10456,139740
5/16/2020,MO,589,0,128665,10675,143966
5/17/2020,MO,594,0,135466,10789,146255
5/18/2020,MO,605,0,140393,10945,152320
5/19/2020,MO,616,0,143030,11080,154773
5/20/2020,MO,631,0,150752,11232,159636
5/21/2020,MO,661,0,150752,11340,163684
5/22/2020,MO,671,0,161388,11558,167199
5/23/2020,MO,676,0,136552,11752,169050
5/24/2020,MO,681,0,139631,11988,169732
5/25/2020,MO,685,0,145218,12167,180120
5/26/2020,MO,686,0,148007,12291,183650
5/27/2020,MO,696,0,153029,12492,183650
5/28/2020,MO,707,0,158394,12673,183650
5/29/2020,MO,738,0,165055,12795,183650
5/30/2020,MO,771,0,172468,12962,183650
5/31/2020,MO,772,0,180414,13147,183650
6/1/2020,MO,773,0,186381,13327,183650
6/2/2020,MO,783,0,191855,13575,183650
6/3/2020,MO,786,0,197586,13767,183650
6/4/2020,MO,786,0,204604,14057,183650
6/5/2020,MO,799,0,210289,14253,254990
6/6/2020,MO,809,0,215623,14442,270232
6/7/2020,MO,809,0,222305,14553,270232
6/8/2020,MO,819,0,226727,14734,270232
6/9/2020,MO,840,0,230782,14913,270232
6/10/2020,MO,848,0,236442,15187,270232
6/11/2020,MO,860,0,243650,15390,270232
6/12/2020,MO,872,0,249550,15585,270232
6/13/2020,MO,879,0,253986,15810,270232
6/14/2020,MO,879,0,259679,15810,270232
6/15/2020,MO,880,0,263752,16189,270232
6/16/2020,MO,882,0,268377,16414,270232
6/17/2020,MO,909,0,268377,16625,270232
6/18/2020,MO,946,0,280434,16908,270232
6/19/2020,MO,948,0,289083,17201,270232
6/20/2020,MO,955,0,293525,17590,270232
6/21/2020,MO,956,0,297154,18003,270232
6/22/2020,MO,961,0,299231,18143,270232
6/23/2020,MO,961,0,299231,18143,382610
6/24/2020,MO,975,0,308156,18868,327024
6/25/2020,MO,982,0,322227,19421,327024
6/26/2020,MO,990,0,328704,19914,424214
6/27/2020,MO,996,0,335029,20261,424214
6/28/2020,MO,997,0,340598,20575,424214
6/29/2020,MO,998,0,346363,21043,424214
6/30/2020,MO,1015,0,351456,21551,424214
7/1/2020,MO,1017,0,367813,21927,424214
7/2/2020,MO,1022,0,375035,22283,424214
7/3/2020,MO,1026,0,382129,22830,424214
7/4/2020,MO,1027,0,389046,23215,424214
7/5/2020,MO,1028,0,396073,23436,424214
7/6/2020,MO,1028,0,402889,23856,528835
7/7/2020,MO,1042,0,410719,24629,539395
7/8/2020,MO,1046,0,417136,25204,547352
7/9/2020,MO,1051,0,428826,25999,563325
7/10/2020,MO,1051,0,428826,25999,576537
7/11/2020,MO,1069,0,447417,27133,590426
7/12/2020,MO,1069,0,458065,27443,605046
7/13/2020,MO,1083,0,467887,27890,621043
7/14/2020,MO,1093,0,476277,28826,633226
7/15/2020,MO,1102,0,488233,29714,646880
7/16/2020,MO,1113,0,498879,30422,664810
7/17/2020,MO,1121,0,506608,31288,677038
7/18/2020,MO,1130,0,518628,32248,696291
7/19/2020,MO,1129,0,525985,33094,709043
7/20/2020,MO,1132,0,538288,33624,728137
7/21/2020,MO,1143,0,545558,34762,739140
7/22/2020,MO,1159,0,553397,36063,749051
7/23/2020,MO,1179,0,565584,37700,769616
7/24/2020,MO,1178,0,573263,39352,784770
7/25/2020,MO,1182,0,579012,40709,795966
7/26/2020,MO,1197,0,585024,41927,806753
7/27/2020,MO,1201,0,598854,43050,830014
7/28/2020,MO,1213,0,608101,44823,846657
7/29/2020,MO,1220,0,614149,46750,856436
7/30/2020,MO,1233,0,626299,48834,877684
7/31/2020,MO,1243,0,636450,50323,895691
8/1/2020,MO,1253,0,645487,51258,910956
8/2/2020,MO,1253,0,650627,51840,920290
8/3/2020,MO,1255,0,660061,52887,936013
8/4/2020,MO,1266,0,667443,54080,946923
8/5/2020,MO,1272,0,675253,55321,957863
8/6/2020,MO,1280,0,685928,56383,968131
8/7/2020,MO,1301,0,695361,57379,996617
8/8/2020,MO,1301,0,695361,57379,996617
8/9/2020,MO,1301,0,695361,57379,996617
8/10/2020,MO,1307,0,709964,59954,1028968
8/11/2020,MO,1312,0,726285,60935,1046810
8/12/2020,MO,1323,0,736051,62530,1057708
8/13/2020,MO,1325,0,747560,63797,1074461
8/14/2020,MO,1335,0,759599,65270,1093970
8/15/2020,MO,1346,0,769044,66397,1106583
8/16/2020,MO,1367,0,778143,67475,1119127
8/17/2020,MO,1396,0,789994,68623,1138890
8/18/2020,MO,1402,0,798064,69417,1150637
8/19/2020,MO,1414,0,804120,70675,1158444
8/20/2020,MO,1417,0,814141,71733,1172659
8/21/2020,MO,1419,0,823142,72964,1185535
8/22/2020,MO,1425,0,830437,74257,1196542
8/23/2020,MO,1426,0,839758,75075,1218097
8/24/2020,MO,1426,0,843768,75944,1214456
8/25/2020,MO,1440,0,847442,76636,1223471
8/26/2020,MO,1449,0,854078,78062,1230039
8/27/2020,MO,1450,0,863449,79574,1243050
8/28/2020,MO,1464,0,873641,80992,1258585
8/29/2020,MO,1496,0,883136,82190,1271859
8/30/2020,MO,1508,0,890582,83655,1283056
8/31/2020,MO,1530,0,898258,84697,1294127
9/1/2020,MO,1538,0,905489,85755,1305031
9/2/2020,MO,1542,0,910884,87213,1311023
9/3/2020,MO,1545,0,919468,88610,1323249
9/4/2020,MO,1562,0,931515,90215,1339671
9/5/2020,MO,1639,0,946099,92202,1360462
9/6/2020,MO,1658,0,952409,93434,1368585
9/7/2020,MO,1659,0,960045,94340,1378643
9/8/2020,MO,1661,0,966117,95113,1387279
9/9/2020,MO,1673,0,974434,96475,1399957
9/10/2020,MO,1691,0,986333,97591,1419455
9/11/2020,MO,1701,0,997412,99160,1437730
9/12/2020,MO,1704,0,1012239,101134,1456844
9/13/2020,MO,1705,0,1025953,102747,1475583
9/14/2020,MO,1714,0,1041128,104079,1495313
9/15/2020,MO,1732,0,1050356,105396,1510342
9/16/2020,MO,1739,0,1057796,106587,1519434
9/17/2020,MO,1757,0,1070247,108334,1538232
9/18/2020,MO,1780,0,1080251,110129,1554625
9/19/2020,MO,1793,0,1091108,111516,1571002
9/20/2020,MO,1795,0,1099664,112844,1583984
9/21/2020,MO,1807,0,1105252,114307,1592975
9/22/2020,MO,1864,0,1126383,115366,1628323
9/23/2020,MO,1947,0,1127617,116946,1633863
9/24/2020,MO,1952,0,1141220,118311,1649352
9/25/2020,MO,1994,0,1152867,120298,1667432
9/26/2020,MO,2063,0,1167155,122014,1687509
9/27/2020,MO,2063,0,1174700,123406,1699319
9/28/2020,MO,2064,0,1178272,124686,1813137
9/29/2020,MO,2086,0,1178272,124762,1826199
9/30/2020,MO,2118,0,1178272,126113,1847369
10/1/2020,MO,2128,0,1187506,127912,1855986
10/2/2020,MO,2144,0,1196792,129397,1875678
