date,state,death,hospitalized,negative,positive,totalTestResults
3/6/2020,AK,0,0,0,0,8
3/7/2020,AK,0,0,0,0,12
3/8/2020,AK,0,0,0,0,14
3/9/2020,AK,0,1,0,0,23
3/10/2020,AK,0,1,0,0,23
3/11/2020,AK,0,1,0,0,46
3/12/2020,AK,0,1,0,0,46
3/13/2020,AK,0,1,0,0,60
3/14/2020,AK,0,1,0,0,144
3/15/2020,AK,0,1,0,0,144
3/16/2020,AK,0,1,0,0,144
3/17/2020,AK,0,1,0,3,337
3/18/2020,AK,0,1,0,8,412
3/19/2020,AK,0,1,0,11,438
3/20/2020,AK,0,1,0,14,698
3/21/2020,AK,0,1,0,15,772
3/22/2020,AK,0,1,0,25,968
3/23/2020,AK,0,1,0,38,968
3/24/2020,AK,0,2,0,42,1022
3/25/2020,AK,1,3,0,49,1691
3/26/2020,AK,1,4,0,63,1860
3/27/2020,AK,1,6,0,74,2388
3/28/2020,AK,2,10,0,91,2921
3/29/2020,AK,2,10,0,110,3334
3/30/2020,AK,3,10,0,118,3654
3/31/2020,AK,3,12,0,128,3713
4/1/2020,AK,3,15,0,141,4603
4/2/2020,AK,3,16,0,149,5022
4/3/2020,AK,3,17,0,160,6016
4/4/2020,AK,5,17,0,171,6040
4/5/2020,AK,6,21,0,185,6284
4/6/2020,AK,6,25,0,191,6883
4/7/2020,AK,6,26,0,213,6913
4/8/2020,AK,7,28,0,226,7068
4/9/2020,AK,7,30,0,235,7223
4/10/2020,AK,7,30,0,246,7432
4/11/2020,AK,8,32,0,257,7732
4/12/2020,AK,8,33,0,272,8038
4/13/2020,AK,8,33,0,277,7830
4/14/2020,AK,9,33,0,285,8348
4/15/2020,AK,9,33,0,293,8664
4/16/2020,AK,9,36,0,300,8735
4/17/2020,AK,9,37,0,309,9450
4/18/2020,AK,9,37,0,314,9655
4/19/2020,AK,9,37,0,319,9895
4/20/2020,AK,9,37,0,321,10124
4/21/2020,AK,9,37,0,329,11119
4/22/2020,AK,9,37,0,335,12159
4/23/2020,AK,9,37,0,337,12161
4/24/2020,AK,9,37,0,339,12281
4/25/2020,AK,9,37,0,339,15732
4/26/2020,AK,9,37,0,341,16177
4/27/2020,AK,9,37,0,345,16256
4/28/2020,AK,9,38,0,351,17089
4/29/2020,AK,9,38,0,355,19119
4/30/2020,AK,9,38,0,355,19119
5/1/2020,AK,9,39,0,364,20325
5/2/2020,AK,9,39,0,365,21399
5/3/2020,AK,9,39,0,368,21578
5/4/2020,AK,9,39,0,370,21723
5/5/2020,AK,9,40,0,371,22692
5/6/2020,AK,10,41,0,372,23655
5/7/2020,AK,10,41,0,374,24341
5/8/2020,AK,10,41,0,377,25473
5/9/2020,AK,10,41,0,378,26449
5/10/2020,AK,10,41,0,379,27364
5/11/2020,AK,10,41,0,381,28680
5/12/2020,AK,10,41,0,383,29961
5/13/2020,AK,10,41,0,384,30649
5/14/2020,AK,10,42,0,389,31762
5/15/2020,AK,10,43,0,390,32418
5/16/2020,AK,10,45,0,394,33281
5/17/2020,AK,10,46,0,398,34651
5/18/2020,AK,10,46,0,401,35611
5/19/2020,AK,10,46,0,401,36380
5/20/2020,AK,10,46,0,404,37045
5/21/2020,AK,10,47,0,404,39545
5/22/2020,AK,10,49,0,406,41446
5/23/2020,AK,10,49,0,410,42351
5/24/2020,AK,10,49,0,410,43507
5/25/2020,AK,10,49,0,411,44472
5/26/2020,AK,10,49,0,413,44964
5/27/2020,AK,10,49,0,414,46363
5/28/2020,AK,10,49,0,427,47970
5/29/2020,AK,10,50,0,432,49439
5/30/2020,AK,10,50,0,435,51695
5/31/2020,AK,10,50,0,463,51695
6/1/2020,AK,10,50,0,470,54190
6/2/2020,AK,10,51,0,490,56203
6/3/2020,AK,10,52,0,508,58182
6/4/2020,AK,10,52,0,518,60097
6/5/2020,AK,10,53,0,529,60990
6/6/2020,AK,10,53,0,541,63901
6/7/2020,AK,10,53,0,549,64904
6/8/2020,AK,10,53,0,567,65912
6/9/2020,AK,11,53,0,578,66890
6/10/2020,AK,11,53,0,598,67720
6/11/2020,AK,11,54,0,616,69011
6/12/2020,AK,12,55,0,630,70880
6/13/2020,AK,12,56,0,656,71803
6/14/2020,AK,12,57,0,665,73467
6/15/2020,AK,12,60,0,668,74437
6/16/2020,AK,12,61,0,681,76215
6/17/2020,AK,12,61,0,701,77709
6/18/2020,AK,12,61,0,713,81185
6/19/2020,AK,12,63,0,729,83631
6/20/2020,AK,12,65,0,750,86918
6/21/2020,AK,12,65,0,761,88051
6/22/2020,AK,12,65,0,767,90824
6/23/2020,AK,12,66,0,783,92947
6/24/2020,AK,12,67,0,797,96096
6/25/2020,AK,12,67,0,821,99452
6/26/2020,AK,14,67,0,839,101792
6/27/2020,AK,14,67,0,858,105581
6/28/2020,AK,14,68,0,887,108300
6/29/2020,AK,14,68,0,908,108709
6/30/2020,AK,14,68,0,944,112185
7/1/2020,AK,14,68,0,982,114400
7/2/2020,AK,14,68,0,1020,115909
7/3/2020,AK,15,69,0,1065,120208
7/4/2020,AK,16,71,0,1114,122732
7/5/2020,AK,16,75,0,1141,123753
7/6/2020,AK,16,78,0,1168,123753
7/7/2020,AK,17,80,0,1186,131420
7/8/2020,AK,17,84,0,1226,133401
7/9/2020,AK,17,87,0,1273,135744
7/10/2020,AK,17,90,0,1323,141931
7/11/2020,AK,17,93,0,1386,143376
7/12/2020,AK,17,95,0,1478,145475
7/13/2020,AK,17,96,0,1537,146590
7/14/2020,AK,17,98,0,1580,149473
7/15/2020,AK,17,102,0,1631,156093
7/16/2020,AK,17,103,0,1695,163022
7/17/2020,AK,17,105,0,1737,165414
7/18/2020,AK,18,107,0,1799,168363
7/19/2020,AK,18,110,0,1882,173010
7/20/2020,AK,18,111,0,1955,175586
7/21/2020,AK,18,113,0,2045,178626
7/22/2020,AK,19,118,0,2139,185333
7/23/2020,AK,19,124,0,2203,189509
7/24/2020,AK,19,126,0,2260,200572
7/25/2020,AK,20,132,0,2348,205066
7/26/2020,AK,20,135,0,2533,207264
7/27/2020,AK,21,138,0,2627,207264
7/28/2020,AK,22,143,0,2735,213875
7/29/2020,AK,22,145,0,2803,223664
7/30/2020,AK,23,147,0,2887,225057
7/31/2020,AK,23,151,0,2993,233106
8/1/2020,AK,24,153,0,3137,238633
8/2/2020,AK,24,154,0,3273,243090
8/3/2020,AK,25,156,0,3331,245807
8/4/2020,AK,25,158,0,3392,252649
8/5/2020,AK,25,161,0,3447,257279
8/6/2020,AK,25,164,0,3487,261572
8/7/2020,AK,25,167,0,3542,268851
8/8/2020,AK,26,172,0,3621,273593
8/9/2020,AK,26,176,0,3718,277919
8/10/2020,AK,26,180,0,3786,280343
8/11/2020,AK,26,181,0,3835,290744
8/12/2020,AK,27,186,0,3896,292582
8/13/2020,AK,27,191,0,3978,294053
8/14/2020,AK,27,193,0,4078,295929
8/15/2020,AK,28,197,0,4162,296677
8/16/2020,AK,28,203,0,4263,301515
8/17/2020,AK,28,206,0,4313,305648
8/18/2020,AK,29,208,0,4379,310009
8/19/2020,AK,29,214,0,4452,310849
8/20/2020,AK,29,218,0,4535,312647
8/21/2020,AK,30,220,0,4604,321535
8/22/2020,AK,31,223,0,4692,326287
8/23/2020,AK,32,225,0,4758,327440
8/24/2020,AK,32,228,0,4829,330503
8/25/2020,AK,36,233,0,4862,333831
8/26/2020,AK,37,235,0,4914,334804
8/27/2020,AK,37,236,0,4998,336220
8/28/2020,AK,37,239,0,5114,339538
8/29/2020,AK,37,240,0,5207,345695
8/30/2020,AK,37,241,0,5250,346839
8/31/2020,AK,37,241,0,5286,348630
9/1/2020,AK,39,246,0,5321,374255
9/2/2020,AK,39,247,0,5387,376884
9/3/2020,AK,40,252,0,5475,377936
9/4/2020,AK,40,252,0,5594,381937
9/5/2020,AK,42,256,0,5681,385002
9/6/2020,AK,42,256,0,5776,387057
9/7/2020,AK,42,260,0,5810,388621
9/8/2020,AK,42,265,0,5843,391656
9/9/2020,AK,42,268,0,5908,391937
9/10/2020,AK,42,270,0,6022,393077
9/11/2020,AK,43,270,0,6111,394586
9/12/2020,AK,44,271,0,6214,399629
9/13/2020,AK,44,272,0,6275,401213
9/14/2020,AK,44,275,0,6350,403413
9/15/2020,AK,44,278,0,6393,407124
9/16/2020,AK,44,279,0,6443,408564
9/17/2020,AK,44,280,0,6551,415863
9/18/2020,AK,45,283,0,6658,418293
9/19/2020,AK,45,283,0,6752,422850
9/20/2020,AK,45,287,0,6860,426925
9/21/2020,AK,45,292,0,6930,428645
9/22/2020,AK,45,295,0,6987,431191
9/23/2020,AK,45,296,0,7063,433198
9/24/2020,AK,45,300,0,7194,433198
9/25/2020,AK,51,302,0,7320,441332
9/26/2020,AK,52,304,0,7439,442869
9/27/2020,AK,56,308,0,7549,442869
9/28/2020,AK,56,309,0,7663,444791
9/29/2020,AK,56,313,0,7785,451056
9/30/2020,AK,56,315,0,7889,457207
10/1/2020,AK,57,317,0,8026,462323
10/2/2020,AK,57,320,0,8167,469290
10/3/2020,AK,58,322,0,8306,473256
10/4/2020,AK,58,324,0,8447,476818
10/5/2020,AK,58,325,0,8643,479374
10/6/2020,AK,58,328,0,8790,479374
10/7/2020,AK,59,333,0,8911,490074
10/8/2020,AK,60,337,0,9045,491171
10/9/2020,AK,60,339,0,9232,493070
10/10/2020,AK,60,341,0,9462,499253
10/11/2020,AK,60,345,0,9712,502997
10/12/2020,AK,60,352,0,9903,505927
10/13/2020,AK,60,355,0,10059,514789
10/14/2020,AK,64,356,0,10214,517177
10/15/2020,AK,65,365,0,10380,519461
10/16/2020,AK,66,373,0,10601,522664
10/17/2020,AK,67,377,0,10811,530500
10/18/2020,AK,67,383,0,11021,532711
10/19/2020,AK,67,387,0,11225,536223
10/20/2020,AK,67,389,0,11456,546525
10/21/2020,AK,68,395,0,11680,547140
10/22/2020,AK,68,401,0,11919,548709
10/23/2020,AK,68,415,0,12167,552746
10/24/2020,AK,68,419,0,12523,552746
10/25/2020,AK,68,421,0,13041,559969
10/26/2020,AK,68,424,0,13391,570844
10/27/2020,AK,70,425,0,13779,577429
10/28/2020,AK,71,434,0,14131,580599
10/29/2020,AK,77,442,0,14481,584268
10/30/2020,AK,81,448,0,14858,586323
10/31/2020,AK,82,455,0,15312,604207
11/1/2020,AK,83,462,0,15663,604207
11/2/2020,AK,84,470,0,16007,620170
11/3/2020,AK,84,472,0,16390,624755
11/4/2020,AK,84,476,0,16798,627758
11/5/2020,AK,84,482,0,17111,781826
11/6/2020,AK,84,491,0,17618,781301
11/7/2020,AK,84,499,0,18221,780694
11/8/2020,AK,84,509,0,18732,780174
11/9/2020,AK,84,514,0,19196,767997
11/10/2020,AK,92,520,0,19734,828140
11/11/2020,AK,96,528,0,20221,834590
11/12/2020,AK,96,537,0,20702,844666
11/13/2020,AK,96,542,0,21286,844666
11/14/2020,AK,98,543,0,22020,862264
11/15/2020,AK,98,550,0,22662,867382
11/16/2020,AK,98,559,0,23240,872347
11/17/2020,AK,100,562,0,23874,878622
11/18/2020,AK,100,584,0,24419,885558
11/19/2020,AK,101,593,0,24909,898799
11/20/2020,AK,101,606,0,25369,904712
11/21/2020,AK,102,612,0,26044,918745
11/22/2020,AK,103,612,0,26587,926361
11/23/2020,AK,103,617,0,27085,933016
11/24/2020,AK,116,631,0,27669,943401
11/25/2020,AK,116,663,0,28339,954276
11/26/2020,AK,119,688,0,28892,969573
11/27/2020,AK,119,691,0,29554,990773
11/28/2020,AK,121,721,0,30204,999054
11/29/2020,AK,121,722,0,30816,1006180
11/30/2020,AK,121,725,0,31323,1011396
12/1/2020,AK,122,749,0,31834,1018628
12/2/2020,AK,122,768,0,32531,1024643
12/3/2020,AK,130,783,0,33291,1040505
12/4/2020,AK,142,794,0,34041,1050369
12/5/2020,AK,143,799,0,34963,1067231
12/6/2020,AK,143,799,0,35720,1077776
12/7/2020,AK,146,805,0,36196,1082140
12/8/2020,AK,146,827,0,36758,1088978
12/9/2020,AK,150,847,0,37342,1099555
12/10/2020,AK,155,860,0,37962,1113360
12/11/2020,AK,158,869,0,38584,1123545
12/12/2020,AK,176,883,0,39101,1133418
12/13/2020,AK,176,886,0,39738,1143098
12/14/2020,AK,176,889,0,40160,1147560
12/15/2020,AK,179,908,0,40438,1157867
12/16/2020,AK,181,921,0,41041,1166145
12/17/2020,AK,183,921,0,41418,1175723
12/18/2020,AK,183,928,0,41905,1184922
12/19/2020,AK,184,935,0,42235,1193118
12/20/2020,AK,184,935,0,42413,1196506
12/21/2020,AK,184,937,0,42563,1200977
12/22/2020,AK,194,948,0,43001,1215282
12/23/2020,AK,197,961,0,43361,1222027
12/24/2020,AK,199,983,0,43629,1227735
12/25/2020,AK,199,983,0,43629,1227735
12/26/2020,AK,200,991,0,43990,1245063
12/27/2020,AK,200,992,0,44280,1250251
12/28/2020,AK,200,994,0,44406,1254397
12/29/2020,AK,201,1004,0,44581,1259845
12/30/2020,AK,203,1017,0,44966,1267092
12/31/2020,AK,206,1023,0,45461,1275750
3/7/2020,AL,0,0,0,0,0
3/8/2020,AL,0,0,0,0,0
3/9/2020,AL,0,0,0,0,0
3/10/2020,AL,0,0,0,0,0
3/11/2020,AL,0,0,10,0,10
3/12/2020,AL,0,0,10,0,10
3/13/2020,AL,0,0,11,1,12
3/14/2020,AL,0,0,22,6,28
3/15/2020,AL,0,0,28,12,40
3/16/2020,AL,0,0,28,28,56
3/17/2020,AL,0,0,28,36,64
3/18/2020,AL,0,0,28,46,74
3/19/2020,AL,0,0,28,68,96
3/20/2020,AL,0,0,28,81,109
3/21/2020,AL,0,0,28,124,152
3/22/2020,AL,0,0,1464,138,1602
3/23/2020,AL,0,0,1665,167,1832
3/24/2020,AL,0,0,2106,215,2321
3/25/2020,AL,0,0,2529,283,2812
3/26/2020,AL,1,0,3593,506,4099
3/27/2020,AL,3,0,4184,587,4771
3/28/2020,AL,3,0,4184,696,4880
3/29/2020,AL,4,0,4184,806,4990
3/30/2020,AL,6,0,5694,859,6553
3/31/2020,AL,13,0,6298,981,7279
4/1/2020,AL,26,0,6697,1077,7774
4/2/2020,AL,32,0,7503,1233,8736
4/3/2020,AL,35,0,8187,1432,9619
4/4/2020,AL,43,212,9273,1580,10853
4/5/2020,AL,45,231,11282,1796,13078
4/6/2020,AL,50,240,12797,1968,14765
4/7/2020,AL,56,271,12797,2119,14916
4/8/2020,AL,66,314,16753,2369,19122
4/9/2020,AL,74,333,18058,2769,20827
4/10/2020,AL,80,368,18058,2968,21026
4/11/2020,AL,91,402,18058,3191,21249
4/12/2020,AL,93,437,18058,3525,21583
4/13/2020,AL,99,457,25448,3734,29182
4/14/2020,AL,110,493,29241,3876,33117
4/15/2020,AL,121,525,29964,4113,34077
4/16/2020,AL,133,553,32046,4345,36391
4/17/2020,AL,144,594,33318,4530,37848
4/18/2020,AL,146,620,37883,4655,42538
4/19/2020,AL,154,641,40875,4837,45712
4/20/2020,AL,167,641,40875,5025,45900
4/21/2020,AL,177,699,43295,5231,48526
4/22/2020,AL,194,730,43295,5465,48760
4/23/2020,AL,197,768,46863,5778,52641
4/24/2020,AL,197,768,46863,5832,52695
4/25/2020,AL,212,839,65207,6137,71344
4/26/2020,AL,216,845,67281,6270,73551
4/27/2020,AL,222,872,67498,6499,73997
4/28/2020,AL,242,911,69140,6687,75827
4/29/2020,AL,245,945,73607,6842,80449
4/30/2020,AL,269,978,80177,7019,87196
5/1/2020,AL,279,1008,84775,7158,91933
5/2/2020,AL,288,1023,84775,7434,92209
5/3/2020,AL,290,1035,84775,7725,92500
5/4/2020,AL,296,1064,95092,8025,103117
5/5/2020,AL,313,1107,98481,8285,106766
5/6/2020,AL,340,1158,100935,8581,109516
5/7/2020,AL,349,1178,106275,8898,115173
5/8/2020,AL,375,1207,110893,9221,120114
5/9/2020,AL,388,1228,115927,9567,125494
5/10/2020,AL,393,1240,117644,9777,127421
5/11/2020,AL,401,1256,119435,10009,129444
5/12/2020,AL,429,1287,122908,10310,133218
5/13/2020,AL,449,1317,125755,10617,133218
5/14/2020,AL,467,1350,131017,10968,136372
5/15/2020,AL,476,1377,134847,11216,146063
5/16/2020,AL,485,1387,141971,11523,153494
5/17/2020,AL,488,1392,144579,11771,156350
5/18/2020,AL,489,1416,145037,12086,157123
5/19/2020,AL,504,1453,145190,12376,157566
5/20/2020,AL,517,1493,151706,12744,164450
5/21/2020,AL,529,1528,157620,13119,170739
5/22/2020,AL,537,1561,164205,13563,177768
5/23/2020,AL,546,1589,168738,13938,182676
5/24/2020,AL,551,1612,171472,14327,185799
5/25/2020,AL,562,1629,175585,14730,190315
5/26/2020,AL,575,1671,178363,15396,193759
5/27/2020,AL,581,1719,179951,15843,195794
5/28/2020,AL,590,1765,184171,16310,200481
5/29/2020,AL,605,1800,192060,16823,208883
5/30/2020,AL,618,1826,194842,17359,212201
5/31/2020,AL,631,1844,199650,17903,221307
6/1/2020,AL,646,1856,205160,18363,223235
6/2/2020,AL,651,1879,205160,18642,223802
6/3/2020,AL,653,1900,212743,18851,231297
6/4/2020,AL,653,1929,216227,19072,235299
6/5/2020,AL,676,1949,220086,19387,239159
6/6/2020,AL,689,1993,225601,20043,245310
6/7/2020,AL,692,2022,239066,20500,259232
6/8/2020,AL,718,2054,239066,20925,259232
6/9/2020,AL,729,2087,246317,21422,267388
6/10/2020,AL,744,2129,251068,21989,272694
6/11/2020,AL,755,2165,255981,22845,278455
6/12/2020,AL,769,2202,262675,23710,286008
6/13/2020,AL,773,2241,268651,24601,292872
6/14/2020,AL,773,2255,271840,25615,297075
6/15/2020,AL,774,2259,276402,26272,302294
6/16/2020,AL,785,2315,278512,26912,305036
6/17/2020,AL,790,2352,283411,27312,310325
6/18/2020,AL,810,2373,294328,28206,322124
6/19/2020,AL,822,2416,302323,29002,330906
6/20/2020,AL,838,2443,309974,29549,339100
6/21/2020,AL,839,2460,314657,30021,344255
6/22/2020,AL,841,2471,318656,30454,348687
6/23/2020,AL,864,2521,322941,31097,353611
6/24/2020,AL,891,2567,326695,32064,358319
6/25/2020,AL,896,2612,336252,33206,369005
6/26/2020,AL,907,2653,344140,34183,377857
6/27/2020,AL,919,2697,348943,35083,384026
6/28/2020,AL,919,2703,350839,35441,385803
6/29/2020,AL,929,2725,356118,37175,392800
6/30/2020,AL,950,2769,368607,38045,406143
7/1/2020,AL,972,2803,374991,38962,413433
7/2/2020,AL,985,2835,379617,40111,419221
7/3/2020,AL,1006,2883,388766,41865,430128
7/4/2020,AL,1007,2906,399226,42862,441585
7/5/2020,AL,1007,2909,405933,43953,449383
7/6/2020,AL,1007,2914,410217,44878,454592
7/7/2020,AL,1033,2961,415579,45785,460842
7/8/2020,AL,1058,3006,421330,46962,467754
7/9/2020,AL,1068,3039,421330,49174,467754
7/10/2020,AL,1104,3089,441708,50508,491600
7/11/2020,AL,1114,6745,450073,51947,501367
7/12/2020,AL,1121,6745,457919,53587,510827
7/13/2020,AL,1124,6745,464059,55545,518827
7/14/2020,AL,1164,7123,471834,57255,528275
7/15/2020,AL,1211,7291,481982,59067,540207
7/16/2020,AL,1230,7584,490021,61088,550179
7/17/2020,AL,1265,7584,500024,63091,562135
7/18/2020,AL,1286,7782,509261,65234,573441
7/19/2020,AL,1287,7782,518522,67011,584387
7/20/2020,AL,1291,8368,524897,68891,592608
7/21/2020,AL,1303,8538,530023,70358,599098
7/22/2020,AL,1364,8538,537675,71813,608088
7/23/2020,AL,1397,8995,545315,74212,618011
7/24/2020,AL,1438,9157,552979,76005,627344
7/25/2020,AL,1456,9157,563481,78130,639795
7/26/2020,AL,1473,9157,570392,79294,647743
7/27/2020,AL,1491,9694,576844,81115,655973
7/28/2020,AL,1491,9893,583033,82366,663342
7/29/2020,AL,1538,9893,584493,83782,666065
7/30/2020,AL,1565,10070,594346,85762,677841
7/31/2020,AL,1580,10521,601744,87723,687022
8/1/2020,AL,1603,10521,608022,89349,694802
8/2/2020,AL,1627,10521,614626,91444,703437
8/3/2020,AL,1633,10865,621390,92661,711317
8/4/2020,AL,1666,11100,628599,93702,719489
8/5/2020,AL,1695,11100,632806,94654,724582
8/6/2020,AL,1714,11313,643192,96592,736594
8/7/2020,AL,1735,11537,651115,98301,745942
8/8/2020,AL,1735,11537,651115,98387,745942
8/9/2020,AL,1768,11537,661117,101334,758852
8/10/2020,AL,1797,12070,677547,103020,776937
8/11/2020,AL,1847,12070,679838,103851,779764
8/12/2020,AL,1882,12292,690985,104786,791786
8/13/2020,AL,1890,12456,697005,105557,798501
8/14/2020,AL,1893,12456,718675,106309,820871
8/15/2020,AL,1896,12607,729437,107580,832794
8/16/2020,AL,1898,12607,737991,108433,842070
8/17/2020,AL,1925,12958,743919,109004,848514
8/18/2020,AL,1936,12958,757898,110361,863713
8/19/2020,AL,1944,13080,773868,111478,880652
8/20/2020,AL,1974,13330,784330,112449,891813
8/21/2020,AL,1990,13330,784330,112770,891813
8/22/2020,AL,2011,13502,801750,114532,911316
8/23/2020,AL,2013,13502,806609,115060,916703
8/24/2020,AL,2024,13793,806609,116710,916364
8/25/2020,AL,2037,13793,810035,117242,920989
8/26/2020,AL,2045,14005,824431,119254,936557
8/27/2020,AL,2076,14005,835786,121023,948580
8/28/2020,AL,2107,14267,842678,122185,956401
8/29/2020,AL,2152,14267,851929,123889,967213
8/30/2020,AL,2162,14267,855827,125235,972283
8/31/2020,AL,2182,14267,859229,126058,976381
9/1/2020,AL,2200,14538,831304,127616,949438
9/2/2020,AL,2217,14753,835994,128239,954214
9/3/2020,AL,2233,14801,836689,129285,955290
9/4/2020,AL,2266,14801,840020,130393,959309
9/5/2020,AL,2275,14914,846170,131803,966497
9/6/2020,AL,2276,14914,851994,132314,972809
9/7/2020,AL,2276,14914,855022,132973,976496
9/8/2020,AL,2277,15137,858789,133606,980668
9/9/2020,AL,2285,15339,863982,134417,986562
9/10/2020,AL,2301,15339,870173,135565,993440
9/11/2020,AL,2333,15527,874219,136703,998316
9/12/2020,AL,2350,15527,878723,137646,1003546
9/13/2020,AL,2351,15527,884432,138755,1010227
9/14/2020,AL,2355,15756,888092,139459,1014391
9/15/2020,AL,2387,15756,892810,140160,1019623
9/16/2020,AL,2392,15942,899684,141087,1027207
9/17/2020,AL,2401,16079,903156,141757,1031253
9/18/2020,AL,2428,16227,910192,142863,1039010
9/19/2020,AL,2437,16227,918448,144164,1048422
9/20/2020,AL,2437,16227,923366,144962,1054017
9/21/2020,AL,2439,16487,928112,145780,1059517
9/22/2020,AL,2457,16604,933565,146584,1065553
9/23/2020,AL,2488,16698,938451,147153,1070903
9/24/2020,AL,2506,16778,944747,148206,1078180
9/25/2020,AL,2491,16852,963364,150658,1097595
9/26/2020,AL,2501,16852,970048,151591,1104932
9/27/2020,AL,2501,16852,975685,152321,1111239
9/28/2020,AL,2501,17091,980291,152983,1116346
9/29/2020,AL,2517,17182,983163,153554,1119712
9/30/2020,AL,2540,17257,994475,154701,1132039
10/1/2020,AL,2548,17257,1000570,155744,1138732
10/2/2020,AL,2550,17420,1006612,156698,1145601
10/3/2020,AL,2558,17420,1016319,158380,1156045
10/4/2020,AL,2558,17420,1022073,159169,1162518
10/5/2020,AL,2559,17699,1026591,159713,1167513
10/6/2020,AL,2580,17699,1031293,160477,1172847
10/7/2020,AL,2601,17915,1038526,161418,1180818
10/8/2020,AL,2637,17989,1042046,161975,1184710
10/9/2020,AL,2653,17989,1052552,163465,1196452
10/10/2020,AL,2664,18179,1059419,164526,1204320
10/11/2020,AL,2664,18179,1064417,165342,1210007
10/12/2020,AL,2665,18179,1068387,166076,1214610
10/13/2020,AL,2665,18440,1074124,167193,1221207
10/14/2020,AL,2706,18635,1078476,167977,1226221
10/15/2020,AL,2756,18635,1085415,169162,1234074
10/16/2020,AL,2786,18855,1091458,170374,1241182
10/17/2020,AL,2788,18855,1098099,171662,1248795
10/18/2020,AL,2788,18855,1102369,172626,1253896
10/19/2020,AL,2789,19081,1107828,173485,1260100
10/20/2020,AL,2805,19081,1112559,174528,1265575
10/21/2020,AL,2805,19330,1120507,174528,1273523
10/22/2020,AL,2843,19448,1125753,177064,1280695
10/23/2020,AL,2859,19595,1133858,180916,1289773
10/24/2020,AL,2866,19595,1138922,183276,1295868
10/25/2020,AL,2866,19595,1144785,184355,1302666
10/26/2020,AL,2866,19974,1148993,185322,1307694
10/27/2020,AL,2892,19974,1153448,186437,1312887
10/28/2020,AL,2911,20116,1159926,187706,1320306
10/29/2020,AL,2914,20246,1165898,189149,1327435
10/30/2020,AL,2932,20450,1172969,190496,1335689
10/31/2020,AL,2967,20450,1181958,192285,1346253
11/1/2020,AL,2973,20450,1187341,193985,1352580
11/2/2020,AL,2973,20450,1190436,194892,1356420
11/3/2020,AL,2987,20901,1196422,195929,1363049
11/4/2020,AL,3006,21027,1203497,197777,1371612
11/5/2020,AL,3026,21027,1209841,199158,1379107
11/6/2020,AL,3049,21294,1217002,200714,1387448
11/7/2020,AL,3082,21294,1224595,202482,1396368
11/8/2020,AL,3084,21294,1229817,203687,1402691
11/9/2020,AL,3084,21294,1232975,204857,1406829
11/10/2020,AL,3120,21886,1231152,206567,1406139
11/11/2020,AL,3201,21886,1245235,208637,1421590
11/12/2020,AL,3213,22190,1245235,210637,1421590
11/13/2020,AL,3231,22275,1260600,213617,1440875
11/14/2020,AL,3246,22275,1271260,215843,1453155
11/15/2020,AL,3248,22275,1275915,217822,1459406
11/16/2020,AL,3249,22716,1281958,219232,1466603
11/17/2020,AL,3301,22716,1287672,220848,1473546
11/18/2020,AL,3347,23088,1294045,223486,1481668
11/19/2020,AL,3419,23295,1307256,225910,1496717
11/20/2020,AL,3451,23449,1316804,228373,1508212
11/21/2020,AL,3457,23449,1325091,230708,1518186
11/22/2020,AL,3457,23449,1330801,232506,1525386
11/23/2020,AL,3459,23942,1337741,234080,1533628
11/24/2020,AL,3472,24160,1347017,236865,1544865
11/25/2020,AL,3532,24376,1353961,239318,1553587
11/26/2020,AL,3572,24401,1361187,241957,1562942
11/27/2020,AL,3572,24451,1365240,242874,1567713
11/28/2020,AL,3572,24670,1369792,244993,1573902
11/29/2020,AL,3577,24670,1373770,247229,1579713
11/30/2020,AL,3578,25338,1376324,249524,1584347
12/1/2020,AL,3638,25610,1383805,252900,1593842
12/2/2020,AL,3711,25821,1390351,256828,1603523
12/3/2020,AL,3776,26062,1400010,260359,1615948
12/4/2020,AL,3831,26331,1407299,264199,1626368
12/5/2020,AL,3877,26331,1415357,267589,1637161
12/6/2020,AL,3889,26331,1421126,269877,1645041
12/7/2020,AL,3892,27044,1425784,272229,1651573
12/8/2020,AL,3942,27323,1435083,276665,1664090
12/9/2020,AL,3985,27618,1441625,280187,1673164
12/10/2020,AL,4034,27618,1449370,284922,1684362
12/11/2020,AL,4086,28146,1458560,288775,1696439
12/12/2020,AL,4102,28146,1458560,292841,1696439
12/13/2020,AL,4102,28146,1458560,295631,1696439
12/14/2020,AL,4102,28913,1478907,297895,1723669
12/15/2020,AL,4124,29259,1485182,301533,1732185
12/16/2020,AL,4198,29559,1491279,305640,1741128
12/17/2020,AL,4254,29559,1499349,310335,1752713
12/18/2020,AL,4296,30224,1507204,315683,1764750
12/19/2020,AL,4389,30224,1514927,319904,1775428
12/20/2020,AL,4389,30224,1521292,322452,1783890
12/21/2020,AL,4389,30994,1525510,324832,1790301
12/22/2020,AL,4452,31305,1532640,329811,1800979
12/23/2020,AL,4587,31651,1541851,334569,1813351
12/24/2020,AL,4676,31954,1550002,338801,1824681
12/25/2020,AL,4680,31954,1556670,342426,1834424
12/26/2020,AL,4685,32115,1560978,343458,1839635
12/27/2020,AL,4691,32115,1563481,345628,1843740
12/28/2020,AL,4712,32999,1566198,347897,1848117
12/29/2020,AL,4737,33452,1571253,351804,1855192
12/30/2020,AL,4774,33831,1575075,356820,1862248
